config,target,metric,value
baseline,fixture:sudoku-aarch64,ldr_sp,666
baseline,fixture:sudoku-aarch64,str_sp,677
baseline,fixture:sudoku-aarch64,ldp_sp,0
baseline,fixture:sudoku-aarch64,stp_sp,0
baseline,fixture:sudoku-aarch64,mov_imm,491
baseline,fixture:sudoku-aarch64,objects,1
baseline,fixture:sudoku-aarch64,correct,1
baseline,fixture:sudoku-aarch64,run_median_s,0.001844
baseline,fixture:sudoku-aarch64,run_min_s,0.00163
weighted,fixture:sudoku-aarch64,compile_s,1.319
weighted,fixture:sudoku-aarch64,obj_bytes,16328
weighted,fixture:sudoku-aarch64,text_bytes,14388
weighted,fixture:sudoku-aarch64,insns,3573
weighted,fixture:sudoku-aarch64,ldr_sp,891
weighted,fixture:sudoku-aarch64,str_sp,931
weighted,fixture:sudoku-aarch64,ldp_sp,0
weighted,fixture:sudoku-aarch64,stp_sp,0
weighted,fixture:sudoku-aarch64,mov_imm,491
weighted,fixture:sudoku-aarch64,objects,1
weighted,fixture:sudoku-aarch64,correct,1
weighted,fixture:sudoku-aarch64,run_median_s,0.00344
weighted,fixture:sudoku-aarch64,run_min_s,0.003156
weighted+remat,fixture:sudoku-aarch64,compile_s,1.329
weighted+remat,fixture:sudoku-aarch64,obj_bytes,17168
weighted+remat,fixture:sudoku-aarch64,text_bytes,15228
weighted+remat,fixture:sudoku-aarch64,insns,3783
weighted+remat,fixture:sudoku-aarch64,ldr_sp,781
weighted+remat,fixture:sudoku-aarch64,str_sp,1036
weighted+remat,fixture:sudoku-aarch64,ldp_sp,0
weighted+remat,fixture:sudoku-aarch64,stp_sp,0
weighted+remat,fixture:sudoku-aarch64,mov_imm,706
weighted+remat,fixture:sudoku-aarch64,objects,1
weighted+remat,fixture:sudoku-aarch64,correct,1
weighted+remat,fixture:sudoku-aarch64,run_median_s,0.003361
weighted+remat,fixture:sudoku-aarch64,run_min_s,0.002986
weighted+remat+spectral,fixture:sudoku-aarch64,compile_s,1.332
weighted+remat+spectral,fixture:sudoku-aarch64,obj_bytes,16384
weighted+remat+spectral,fixture:sudoku-aarch64,text_bytes,14444
weighted+remat+spectral,fixture:sudoku-aarch64,insns,3587
weighted+remat+spectral,fixture:sudoku-aarch64,ldr_sp,705
weighted+remat+spectral,fixture:sudoku-aarch64,str_sp,932
weighted+remat+spectral,fixture:sudoku-aarch64,ldp_sp,0
weighted+remat+spectral,fixture:sudoku-aarch64,stp_sp,0
weighted+remat+spectral,fixture:sudoku-aarch64,mov_imm,690
weighted+remat+spectral,fixture:sudoku-aarch64,objects,1
weighted+remat+spectral,fixture:sudoku-aarch64,correct,1
weighted+remat+spectral,fixture:sudoku-aarch64,run_median_s,0.002772
weighted+remat+spectral,fixture:sudoku-aarch64,run_min_s,0.00267
eregalloc-c0,fixture:sudoku-aarch64,compile_s,1.371
eregalloc-c0,fixture:sudoku-aarch64,obj_bytes,14464
eregalloc-c0,fixture:sudoku-aarch64,text_bytes,12524
eregalloc-c0,fixture:sudoku-aarch64,insns,3107
eregalloc-c0,fixture:sudoku-aarch64,ldr_sp,649
eregalloc-c0,fixture:sudoku-aarch64,str_sp,685
eregalloc-c0,fixture:sudoku-aarch64,ldp_sp,0
eregalloc-c0,fixture:sudoku-aarch64,stp_sp,0
eregalloc-c0,fixture:sudoku-aarch64,mov_imm,510
eregalloc-c0,fixture:sudoku-aarch64,objects,1
eregalloc-c0,fixture:sudoku-aarch64,correct,1
eregalloc-c0,fixture:sudoku-aarch64,run_median_s,0.00191
eregalloc-c0,fixture:sudoku-aarch64,run_min_s,0.001555
eregalloc-c0+spectral,fixture:sudoku-aarch64,compile_s,1.372
eregalloc-c0+spectral,fixture:sudoku-aarch64,obj_bytes,14480
eregalloc-c0+spectral,fixture:sudoku-aarch64,text_bytes,12540
eregalloc-c0+spectral,fixture:sudoku-aarch64,insns,3111
eregalloc-c0+spectral,fixture:sudoku-aarch64,ldr_sp,648
eregalloc-c0+spectral,fixture:sudoku-aarch64,str_sp,687
eregalloc-c0+spectral,fixture:sudoku-aarch64,ldp_sp,0
eregalloc-c0+spectral,fixture:sudoku-aarch64,stp_sp,0
eregalloc-c0+spectral,fixture:sudoku-aarch64,mov_imm,512
eregalloc-c0+spectral,fixture:sudoku-aarch64,objects,1
eregalloc-c0+spectral,fixture:sudoku-aarch64,correct,1
eregalloc-c0+spectral,fixture:sudoku-aarch64,run_median_s,0.001861
eregalloc-c0+spectral,fixture:sudoku-aarch64,run_min_s,0.001563
eregalloc-c2,fixture:sudoku-aarch64,compile_s,1.638
eregalloc-c2,fixture:sudoku-aarch64,obj_bytes,14432
eregalloc-c2,fixture:sudoku-aarch64,text_bytes,12492
eregalloc-c2,fixture:sudoku-aarch64,insns,3099
eregalloc-c2,fixture:sudoku-aarch64,ldr_sp,648
eregalloc-c2,fixture:sudoku-aarch64,str_sp,684
eregalloc-c2,fixture:sudoku-aarch64,ldp_sp,0
eregalloc-c2,fixture:sudoku-aarch64,stp_sp,0
eregalloc-c2,fixture:sudoku-aarch64,mov_imm,507
eregalloc-c2,fixture:sudoku-aarch64,objects,1
eregalloc-c2,fixture:sudoku-aarch64,correct,1
eregalloc-c2,fixture:sudoku-aarch64,run_median_s,0.00197
eregalloc-c2,fixture:sudoku-aarch64,run_min_s,0.00168
eregalloc-c2+spectral,fixture:sudoku-aarch64,compile_s,1.632
eregalloc-c2+spectral,fixture:sudoku-aarch64,obj_bytes,14440
eregalloc-c2+spectral,fixture:sudoku-aarch64,text_bytes,12500
eregalloc-c2+spectral,fixture:sudoku-aarch64,insns,3101
eregalloc-c2+spectral,fixture:sudoku-aarch64,ldr_sp,647
eregalloc-c2+spectral,fixture:sudoku-aarch64,str_sp,686
eregalloc-c2+spectral,fixture:sudoku-aarch64,ldp_sp,0
eregalloc-c2+spectral,fixture:sudoku-aarch64,stp_sp,0
eregalloc-c2+spectral,fixture:sudoku-aarch64,mov_imm,508
eregalloc-c2+spectral,fixture:sudoku-aarch64,objects,1
eregalloc-c2+spectral,fixture:sudoku-aarch64,correct,1
eregalloc-c2+spectral,fixture:sudoku-aarch64,run_median_s,0.001728
eregalloc-c2+spectral,fixture:sudoku-aarch64,run_min_s,0.0016
baseline,fixture:sudoku-solver,compile_s,14.612
baseline,fixture:sudoku-solver,obj_bytes,108592
baseline,fixture:sudoku-solver,text_bytes,100724
baseline,fixture:sudoku-solver,insns,24792
baseline,fixture:sudoku-solver,ldr_sp,5614
baseline,fixture:sudoku-solver,str_sp,4956
baseline,fixture:sudoku-solver,ldp_sp,0
baseline,fixture:sudoku-solver,stp_sp,0
baseline,fixture:sudoku-solver,mov_imm,4404
baseline,fixture:sudoku-solver,objects,1
baseline,fixture:sudoku-solver,correct,1
baseline,fixture:sudoku-solver,run_median_s,0.00091
baseline,fixture:sudoku-solver,run_min_s,0.00073
weighted,fixture:sudoku-solver,compile_s,14.699
weighted,fixture:sudoku-solver,obj_bytes,119440
weighted,fixture:sudoku-solver,text_bytes,111576
weighted,fixture:sudoku-solver,insns,27505
weighted,fixture:sudoku-solver,ldr_sp,6766
weighted,fixture:sudoku-solver,str_sp,6513
weighted,fixture:sudoku-solver,ldp_sp,0
weighted,fixture:sudoku-solver,stp_sp,0
weighted,fixture:sudoku-solver,mov_imm,4404
weighted,fixture:sudoku-solver,objects,1
weighted,fixture:sudoku-solver,correct,1
weighted,fixture:sudoku-solver,run_median_s,0.00093
weighted,fixture:sudoku-solver,run_min_s,0.000736
weighted+remat,fixture:sudoku-solver,compile_s,14.74
weighted+remat,fixture:sudoku-solver,obj_bytes,126200
weighted+remat,fixture:sudoku-solver,text_bytes,118336
weighted+remat,fixture:sudoku-solver,insns,29195
weighted+remat,fixture:sudoku-solver,ldr_sp,6173
weighted+remat,fixture:sudoku-solver,str_sp,7321
weighted+remat,fixture:sudoku-solver,ldp_sp,0
weighted+remat,fixture:sudoku-solver,stp_sp,0
weighted+remat,fixture:sudoku-solver,mov_imm,5877
weighted+remat,fixture:sudoku-solver,objects,1
weighted+remat,fixture:sudoku-solver,correct,1
weighted+remat,fixture:sudoku-solver,run_median_s,0.001028
weighted+remat,fixture:sudoku-solver,run_min_s,0.000734
weighted+remat+spectral,fixture:sudoku-solver,compile_s,14.791
weighted+remat+spectral,fixture:sudoku-solver,obj_bytes,124472
weighted+remat+spectral,fixture:sudoku-solver,text_bytes,116608
weighted+remat+spectral,fixture:sudoku-solver,insns,28763
weighted+remat+spectral,fixture:sudoku-solver,ldr_sp,6018
weighted+remat+spectral,fixture:sudoku-solver,str_sp,7079
weighted+remat+spectral,fixture:sudoku-solver,ldp_sp,0
weighted+remat+spectral,fixture:sudoku-solver,stp_sp,0
weighted+remat+spectral,fixture:sudoku-solver,mov_imm,5842
weighted+remat+spectral,fixture:sudoku-solver,objects,1
weighted+remat+spectral,fixture:sudoku-solver,correct,1
weighted+remat+spectral,fixture:sudoku-solver,run_median_s,0.001051
weighted+remat+spectral,fixture:sudoku-solver,run_min_s,0.000759
eregalloc-c0,fixture:sudoku-solver,compile_s,15.393
eregalloc-c0,fixture:sudoku-solver,obj_bytes,108416
eregalloc-c0,fixture:sudoku-solver,text_bytes,100548
eregalloc-c0,fixture:sudoku-solver,insns,24748
eregalloc-c0,fixture:sudoku-solver,ldr_sp,5295
eregalloc-c0,fixture:sudoku-solver,str_sp,5057
eregalloc-c0,fixture:sudoku-solver,ldp_sp,0
eregalloc-c0,fixture:sudoku-solver,stp_sp,0
eregalloc-c0,fixture:sudoku-solver,mov_imm,4561
eregalloc-c0,fixture:sudoku-solver,objects,1
eregalloc-c0,fixture:sudoku-solver,correct,1
eregalloc-c0,fixture:sudoku-solver,run_median_s,0.000781
eregalloc-c0,fixture:sudoku-solver,run_min_s,0.00065
eregalloc-c0+spectral,fixture:sudoku-solver,compile_s,15.381
eregalloc-c0+spectral,fixture:sudoku-solver,obj_bytes,107904
eregalloc-c0+spectral,fixture:sudoku-solver,text_bytes,100040
eregalloc-c0+spectral,fixture:sudoku-solver,insns,24621
eregalloc-c0+spectral,fixture:sudoku-solver,ldr_sp,5282
eregalloc-c0+spectral,fixture:sudoku-solver,str_sp,4992
eregalloc-c0+spectral,fixture:sudoku-solver,ldp_sp,0
eregalloc-c0+spectral,fixture:sudoku-solver,stp_sp,0
eregalloc-c0+spectral,fixture:sudoku-solver,mov_imm,4513
eregalloc-c0+spectral,fixture:sudoku-solver,objects,1
eregalloc-c0+spectral,fixture:sudoku-solver,correct,1
eregalloc-c0+spectral,fixture:sudoku-solver,run_median_s,0.000782
eregalloc-c0+spectral,fixture:sudoku-solver,run_min_s,0.000615
eregalloc-c2,fixture:sudoku-solver,compile_s,18.479
eregalloc-c2,fixture:sudoku-solver,obj_bytes,108208
eregalloc-c2,fixture:sudoku-solver,text_bytes,100340
eregalloc-c2,fixture:sudoku-solver,insns,24696
eregalloc-c2,fixture:sudoku-solver,ldr_sp,5287
eregalloc-c2,fixture:sudoku-solver,str_sp,5048
eregalloc-c2,fixture:sudoku-solver,ldp_sp,0
eregalloc-c2,fixture:sudoku-solver,stp_sp,0
eregalloc-c2,fixture:sudoku-solver,mov_imm,4543
eregalloc-c2,fixture:sudoku-solver,objects,1
eregalloc-c2,fixture:sudoku-solver,correct,1
eregalloc-c2,fixture:sudoku-solver,run_median_s,0.000735
eregalloc-c2,fixture:sudoku-solver,run_min_s,0.000698
eregalloc-c2+spectral,fixture:sudoku-solver,compile_s,18.535
eregalloc-c2+spectral,fixture:sudoku-solver,obj_bytes,107704
eregalloc-c2+spectral,fixture:sudoku-solver,text_bytes,99840
eregalloc-c2+spectral,fixture:sudoku-solver,insns,24571
eregalloc-c2+spectral,fixture:sudoku-solver,ldr_sp,5274
eregalloc-c2+spectral,fixture:sudoku-solver,str_sp,4983
eregalloc-c2+spectral,fixture:sudoku-solver,ldp_sp,0
eregalloc-c2+spectral,fixture:sudoku-solver,stp_sp,0
eregalloc-c2+spectral,fixture:sudoku-solver,mov_imm,4496
eregalloc-c2+spectral,fixture:sudoku-solver,objects,1
eregalloc-c2+spectral,fixture:sudoku-solver,correct,1
eregalloc-c2+spectral,fixture:sudoku-solver,run_median_s,0.000797
eregalloc-c2+spectral,fixture:sudoku-solver,run_min_s,0.000761
baseline,corpus:div_recurrence,compile_s,5.651
baseline,corpus:div_recurrence,obj_bytes,22776
baseline,corpus:div_recurrence,text_bytes,19147
baseline,corpus:div_recurrence,insns,4669
baseline,corpus:div_recurrence,ldr_sp,929
baseline,corpus:div_recurrence,str_sp,852
baseline,corpus:div_recurrence,ldp_sp,0
baseline,corpus:div_recurrence,stp_sp,0
baseline,corpus:div_recurrence,mov_imm,786
baseline,corpus:div_recurrence,objects,1
baseline,corpus:div_recurrence,kfn_insns,132
baseline,corpus:div_recurrence,kfn_ldr_sp,25
baseline,corpus:div_recurrence,kfn_str_sp,20
baseline,corpus:div_recurrence,kfn_ldp_sp,0
baseline,corpus:div_recurrence,kfn_stp_sp,0
baseline,corpus:div_recurrence,kfn_mov_imm,35
baseline,corpus:div_recurrence,kfn_symbols,1
baseline,corpus:div_recurrence,correct,1
baseline,corpus:div_recurrence,run_median_s,0.656767
baseline,corpus:div_recurrence,run_min_s,0.647906
weighted,corpus:div_recurrence,compile_s,5.631
weighted,corpus:div_recurrence,obj_bytes,23480
weighted,corpus:div_recurrence,text_bytes,19851
weighted,corpus:div_recurrence,insns,4845
weighted,corpus:div_recurrence,ldr_sp,985
weighted,corpus:div_recurrence,str_sp,972
weighted,corpus:div_recurrence,ldp_sp,0
weighted,corpus:div_recurrence,stp_sp,0
weighted,corpus:div_recurrence,mov_imm,786
weighted,corpus:div_recurrence,objects,1
weighted,corpus:div_recurrence,kfn_insns,239
weighted,corpus:div_recurrence,kfn_ldr_sp,75
weighted,corpus:div_recurrence,kfn_str_sp,77
weighted,corpus:div_recurrence,kfn_ldp_sp,0
weighted,corpus:div_recurrence,kfn_stp_sp,0
weighted,corpus:div_recurrence,kfn_mov_imm,35
weighted,corpus:div_recurrence,kfn_symbols,1
weighted,corpus:div_recurrence,correct,1
weighted,corpus:div_recurrence,run_median_s,2.122645
weighted,corpus:div_recurrence,run_min_s,2.112839
weighted+remat,corpus:div_recurrence,compile_s,5.707
weighted+remat,corpus:div_recurrence,obj_bytes,24360
weighted+remat,corpus:div_recurrence,text_bytes,20735
weighted+remat,corpus:div_recurrence,insns,5066
weighted+remat,corpus:div_recurrence,ldr_sp,939
weighted+remat,corpus:div_recurrence,str_sp,1060
weighted+remat,corpus:div_recurrence,ldp_sp,0
weighted+remat,corpus:div_recurrence,stp_sp,0
weighted+remat,corpus:div_recurrence,mov_imm,965
weighted+remat,corpus:div_recurrence,objects,1
weighted+remat,corpus:div_recurrence,kfn_insns,239
weighted+remat,corpus:div_recurrence,kfn_ldr_sp,67
weighted+remat,corpus:div_recurrence,kfn_str_sp,77
weighted+remat,corpus:div_recurrence,kfn_ldp_sp,0
weighted+remat,corpus:div_recurrence,kfn_stp_sp,0
weighted+remat,corpus:div_recurrence,kfn_mov_imm,43
weighted+remat,corpus:div_recurrence,kfn_symbols,1
weighted+remat,corpus:div_recurrence,correct,1
weighted+remat,corpus:div_recurrence,run_median_s,2.086511
weighted+remat,corpus:div_recurrence,run_min_s,2.078188
weighted+remat+spectral,corpus:div_recurrence,compile_s,5.72
weighted+remat+spectral,corpus:div_recurrence,obj_bytes,24384
weighted+remat+spectral,corpus:div_recurrence,text_bytes,20755
weighted+remat+spectral,corpus:div_recurrence,insns,5071
weighted+remat+spectral,corpus:div_recurrence,ldr_sp,943
weighted+remat+spectral,corpus:div_recurrence,str_sp,1058
weighted+remat+spectral,corpus:div_recurrence,ldp_sp,0
weighted+remat+spectral,corpus:div_recurrence,stp_sp,0
weighted+remat+spectral,corpus:div_recurrence,mov_imm,968
weighted+remat+spectral,corpus:div_recurrence,objects,1
weighted+remat+spectral,corpus:div_recurrence,kfn_insns,211
weighted+remat+spectral,corpus:div_recurrence,kfn_ldr_sp,54
weighted+remat+spectral,corpus:div_recurrence,kfn_str_sp,63
weighted+remat+spectral,corpus:div_recurrence,kfn_ldp_sp,0
weighted+remat+spectral,corpus:div_recurrence,kfn_stp_sp,0
weighted+remat+spectral,corpus:div_recurrence,kfn_mov_imm,42
weighted+remat+spectral,corpus:div_recurrence,kfn_symbols,1
weighted+remat+spectral,corpus:div_recurrence,correct,1
weighted+remat+spectral,corpus:div_recurrence,run_median_s,1.836765
weighted+remat+spectral,corpus:div_recurrence,run_min_s,1.827367
eregalloc-c0,corpus:div_recurrence,compile_s,5.731
eregalloc-c0,corpus:div_recurrence,obj_bytes,23136
eregalloc-c0,corpus:div_recurrence,text_bytes,19507
eregalloc-c0,corpus:div_recurrence,insns,4759
eregalloc-c0,corpus:div_recurrence,ldr_sp,899
eregalloc-c0,corpus:div_recurrence,str_sp,904
eregalloc-c0,corpus:div_recurrence,ldp_sp,0
eregalloc-c0,corpus:div_recurrence,stp_sp,0
eregalloc-c0,corpus:div_recurrence,mov_imm,850
eregalloc-c0,corpus:div_recurrence,objects,1
eregalloc-c0,corpus:div_recurrence,kfn_insns,133
eregalloc-c0,corpus:div_recurrence,kfn_ldr_sp,25
eregalloc-c0,corpus:div_recurrence,kfn_str_sp,21
eregalloc-c0,corpus:div_recurrence,kfn_ldp_sp,0
eregalloc-c0,corpus:div_recurrence,kfn_stp_sp,0
eregalloc-c0,corpus:div_recurrence,kfn_mov_imm,35
eregalloc-c0,corpus:div_recurrence,kfn_symbols,1
eregalloc-c0,corpus:div_recurrence,correct,1
eregalloc-c0,corpus:div_recurrence,run_median_s,0.656118
eregalloc-c0,corpus:div_recurrence,run_min_s,0.646451
eregalloc-c0+spectral,corpus:div_recurrence,compile_s,5.718
eregalloc-c0+spectral,corpus:div_recurrence,obj_bytes,22808
eregalloc-c0+spectral,corpus:div_recurrence,text_bytes,19183
eregalloc-c0+spectral,corpus:div_recurrence,insns,4678
eregalloc-c0+spectral,corpus:div_recurrence,ldr_sp,898
eregalloc-c0+spectral,corpus:div_recurrence,str_sp,864
eregalloc-c0+spectral,corpus:div_recurrence,ldp_sp,0
eregalloc-c0+spectral,corpus:div_recurrence,stp_sp,0
eregalloc-c0+spectral,corpus:div_recurrence,mov_imm,810
eregalloc-c0+spectral,corpus:div_recurrence,objects,1
eregalloc-c0+spectral,corpus:div_recurrence,kfn_insns,133
eregalloc-c0+spectral,corpus:div_recurrence,kfn_ldr_sp,25
eregalloc-c0+spectral,corpus:div_recurrence,kfn_str_sp,21
eregalloc-c0+spectral,corpus:div_recurrence,kfn_ldp_sp,0
eregalloc-c0+spectral,corpus:div_recurrence,kfn_stp_sp,0
eregalloc-c0+spectral,corpus:div_recurrence,kfn_mov_imm,35
eregalloc-c0+spectral,corpus:div_recurrence,kfn_symbols,1
eregalloc-c0+spectral,corpus:div_recurrence,correct,1
eregalloc-c0+spectral,corpus:div_recurrence,run_median_s,0.656566
eregalloc-c0+spectral,corpus:div_recurrence,run_min_s,0.643937
eregalloc-c2,corpus:div_recurrence,compile_s,6.045
eregalloc-c2,corpus:div_recurrence,obj_bytes,23080
eregalloc-c2,corpus:div_recurrence,text_bytes,19451
eregalloc-c2,corpus:div_recurrence,insns,4745
eregalloc-c2,corpus:div_recurrence,ldr_sp,896
eregalloc-c2,corpus:div_recurrence,str_sp,901
eregalloc-c2,corpus:div_recurrence,ldp_sp,0
eregalloc-c2,corpus:div_recurrence,stp_sp,0
eregalloc-c2,corpus:div_recurrence,mov_imm,846
eregalloc-c2,corpus:div_recurrence,objects,1
eregalloc-c2,corpus:div_recurrence,kfn_insns,135
eregalloc-c2,corpus:div_recurrence,kfn_ldr_sp,25
eregalloc-c2,corpus:div_recurrence,kfn_str_sp,22
eregalloc-c2,corpus:div_recurrence,kfn_ldp_sp,0
eregalloc-c2,corpus:div_recurrence,kfn_stp_sp,0
eregalloc-c2,corpus:div_recurrence,kfn_mov_imm,36
eregalloc-c2,corpus:div_recurrence,kfn_symbols,1
eregalloc-c2,corpus:div_recurrence,correct,1
eregalloc-c2,corpus:div_recurrence,run_median_s,0.656205
eregalloc-c2,corpus:div_recurrence,run_min_s,0.644424
eregalloc-c2+spectral,corpus:div_recurrence,compile_s,5.965
eregalloc-c2+spectral,corpus:div_recurrence,obj_bytes,22752
eregalloc-c2+spectral,corpus:div_recurrence,text_bytes,19127
eregalloc-c2+spectral,corpus:div_recurrence,insns,4664
eregalloc-c2+spectral,corpus:div_recurrence,ldr_sp,895
eregalloc-c2+spectral,corpus:div_recurrence,str_sp,861
eregalloc-c2+spectral,corpus:div_recurrence,ldp_sp,0
eregalloc-c2+spectral,corpus:div_recurrence,stp_sp,0
eregalloc-c2+spectral,corpus:div_recurrence,mov_imm,806
eregalloc-c2+spectral,corpus:div_recurrence,objects,1
eregalloc-c2+spectral,corpus:div_recurrence,kfn_insns,135
eregalloc-c2+spectral,corpus:div_recurrence,kfn_ldr_sp,25
eregalloc-c2+spectral,corpus:div_recurrence,kfn_str_sp,22
eregalloc-c2+spectral,corpus:div_recurrence,kfn_ldp_sp,0
eregalloc-c2+spectral,corpus:div_recurrence,kfn_stp_sp,0
eregalloc-c2+spectral,corpus:div_recurrence,kfn_mov_imm,36
eregalloc-c2+spectral,corpus:div_recurrence,kfn_symbols,1
eregalloc-c2+spectral,corpus:div_recurrence,correct,1
eregalloc-c2+spectral,corpus:div_recurrence,run_median_s,0.653874
eregalloc-c2+spectral,corpus:div_recurrence,run_min_s,0.646287
baseline,corpus:dot_product,compile_s,5.775
baseline,corpus:dot_product,obj_bytes,26952
baseline,corpus:dot_product,text_bytes,23312
baseline,corpus:dot_product,insns,5743
baseline,corpus:dot_product,ldr_sp,1056
baseline,corpus:dot_product,str_sp,1214
baseline,corpus:dot_product,ldp_sp,0
baseline,corpus:dot_product,stp_sp,0
baseline,corpus:dot_product,mov_imm,1135
baseline,corpus:dot_product,objects,1
baseline,corpus:dot_product,kfn_insns,211
baseline,corpus:dot_product,kfn_ldr_sp,44
baseline,corpus:dot_product,kfn_str_sp,27
baseline,corpus:dot_product,kfn_ldp_sp,0
baseline,corpus:dot_product,kfn_stp_sp,0
baseline,corpus:dot_product,kfn_mov_imm,49
baseline,corpus:dot_product,kfn_symbols,1
baseline,corpus:dot_product,correct,1
baseline,corpus:dot_product,run_median_s,3.421678
baseline,corpus:dot_product,run_min_s,3.412091
weighted,corpus:dot_product,compile_s,5.73
weighted,corpus:dot_product,obj_bytes,27968
weighted,corpus:dot_product,text_bytes,24328
weighted,corpus:dot_product,insns,5997
weighted,corpus:dot_product,ldr_sp,1150
weighted,corpus:dot_product,str_sp,1374
weighted,corpus:dot_product,ldp_sp,0
weighted,corpus:dot_product,stp_sp,0
weighted,corpus:dot_product,mov_imm,1135
weighted,corpus:dot_product,objects,1
weighted,corpus:dot_product,kfn_insns,367
weighted,corpus:dot_product,kfn_ldr_sp,115
weighted,corpus:dot_product,kfn_str_sp,112
weighted,corpus:dot_product,kfn_ldp_sp,0
weighted,corpus:dot_product,kfn_stp_sp,0
weighted,corpus:dot_product,kfn_mov_imm,49
weighted,corpus:dot_product,kfn_symbols,1
weighted,corpus:dot_product,correct,1
weighted,corpus:dot_product,run_median_s,12.233121
weighted,corpus:dot_product,run_min_s,12.218219
weighted+remat,corpus:dot_product,compile_s,5.8
weighted+remat,corpus:dot_product,obj_bytes,28880
weighted+remat,corpus:dot_product,text_bytes,25236
weighted+remat,corpus:dot_product,insns,6224
weighted+remat,corpus:dot_product,ldr_sp,1085
weighted+remat,corpus:dot_product,str_sp,1465
weighted+remat,corpus:dot_product,ldp_sp,0
weighted+remat,corpus:dot_product,stp_sp,0
weighted+remat,corpus:dot_product,mov_imm,1336
weighted+remat,corpus:dot_product,objects,1
weighted+remat,corpus:dot_product,kfn_insns,368
weighted+remat,corpus:dot_product,kfn_ldr_sp,93
weighted+remat,corpus:dot_product,kfn_str_sp,112
weighted+remat,corpus:dot_product,kfn_ldp_sp,0
weighted+remat,corpus:dot_product,kfn_stp_sp,0
weighted+remat,corpus:dot_product,kfn_mov_imm,72
weighted+remat,corpus:dot_product,kfn_symbols,1
weighted+remat,corpus:dot_product,correct,1
weighted+remat,corpus:dot_product,run_median_s,10.896611
weighted+remat,corpus:dot_product,run_min_s,10.884457
weighted+remat+spectral,corpus:dot_product,compile_s,5.798
weighted+remat+spectral,corpus:dot_product,obj_bytes,29072
weighted+remat+spectral,corpus:dot_product,text_bytes,25428
weighted+remat+spectral,corpus:dot_product,insns,6272
weighted+remat+spectral,corpus:dot_product,ldr_sp,1113
weighted+remat+spectral,corpus:dot_product,str_sp,1482
weighted+remat+spectral,corpus:dot_product,ldp_sp,0
weighted+remat+spectral,corpus:dot_product,stp_sp,0
weighted+remat+spectral,corpus:dot_product,mov_imm,1339
weighted+remat+spectral,corpus:dot_product,objects,1
weighted+remat+spectral,corpus:dot_product,kfn_insns,362
weighted+remat+spectral,corpus:dot_product,kfn_ldr_sp,91
weighted+remat+spectral,corpus:dot_product,kfn_str_sp,109
weighted+remat+spectral,corpus:dot_product,kfn_ldp_sp,0
weighted+remat+spectral,corpus:dot_product,kfn_stp_sp,0
weighted+remat+spectral,corpus:dot_product,kfn_mov_imm,71
weighted+remat+spectral,corpus:dot_product,kfn_symbols,1
weighted+remat+spectral,corpus:dot_product,correct,1
weighted+remat+spectral,corpus:dot_product,run_median_s,10.907673
weighted+remat+spectral,corpus:dot_product,run_min_s,10.896127
eregalloc-c0,corpus:dot_product,compile_s,5.829
eregalloc-c0,corpus:dot_product,obj_bytes,27336
eregalloc-c0,corpus:dot_product,text_bytes,23696
eregalloc-c0,corpus:dot_product,insns,5839
eregalloc-c0,corpus:dot_product,ldr_sp,1030
eregalloc-c0,corpus:dot_product,str_sp,1269
eregalloc-c0,corpus:dot_product,ldp_sp,0
eregalloc-c0,corpus:dot_product,stp_sp,0
eregalloc-c0,corpus:dot_product,mov_imm,1199
eregalloc-c0,corpus:dot_product,objects,1
eregalloc-c0,corpus:dot_product,kfn_insns,216
eregalloc-c0,corpus:dot_product,kfn_ldr_sp,46
eregalloc-c0,corpus:dot_product,kfn_str_sp,30
eregalloc-c0,corpus:dot_product,kfn_ldp_sp,0
eregalloc-c0,corpus:dot_product,kfn_stp_sp,0
eregalloc-c0,corpus:dot_product,kfn_mov_imm,49
eregalloc-c0,corpus:dot_product,kfn_symbols,1
eregalloc-c0,corpus:dot_product,correct,1
eregalloc-c0,corpus:dot_product,run_median_s,3.695825
eregalloc-c0,corpus:dot_product,run_min_s,3.677946
eregalloc-c0+spectral,corpus:dot_product,compile_s,5.818
eregalloc-c0+spectral,corpus:dot_product,obj_bytes,27016
eregalloc-c0+spectral,corpus:dot_product,text_bytes,23372
eregalloc-c0+spectral,corpus:dot_product,insns,5758
eregalloc-c0+spectral,corpus:dot_product,ldr_sp,1029
eregalloc-c0+spectral,corpus:dot_product,str_sp,1229
eregalloc-c0+spectral,corpus:dot_product,ldp_sp,0
eregalloc-c0+spectral,corpus:dot_product,stp_sp,0
eregalloc-c0+spectral,corpus:dot_product,mov_imm,1159
eregalloc-c0+spectral,corpus:dot_product,objects,1
eregalloc-c0+spectral,corpus:dot_product,kfn_insns,216
eregalloc-c0+spectral,corpus:dot_product,kfn_ldr_sp,46
eregalloc-c0+spectral,corpus:dot_product,kfn_str_sp,30
eregalloc-c0+spectral,corpus:dot_product,kfn_ldp_sp,0
eregalloc-c0+spectral,corpus:dot_product,kfn_stp_sp,0
eregalloc-c0+spectral,corpus:dot_product,kfn_mov_imm,49
eregalloc-c0+spectral,corpus:dot_product,kfn_symbols,1
eregalloc-c0+spectral,corpus:dot_product,correct,1
eregalloc-c0+spectral,corpus:dot_product,run_median_s,3.688861
